,date,tweet,nlikes,label,prob_neg,prob_pos,state_code
5600,2020-11-30 15:26:45,green sukuk indonesia ha shown integrated amp innovative financing help meet climatepromise amp agenda two year country ha raised billion green energy infrastructure 👉 httpstcobwymuftbn httpstcoeotmjujt,1.0,2,0.16722982,0.83277017,NY
5601,2020-11-30 14:48:55,💗sharing go webhosting httpstcoqoifdh use sustainable green energy run smallbiz startup onlineshopping great customer service ad since link someone got show cybermonday,0.0,2,0.06146516,0.9385348,NY
5602,2020-11-30 13:48:47,might chance nice entry today amtx weed play spotlight green energy isn’t going away chart setup,2.0,2,0.06265065,0.9373493,NY
5603,2020-11-30 13:14:47,hydrogen algae big step towards green energy generation green news landed httpstcoggyjpnevg,0.0,0,0.94256926,0.05743081,NY
5604,2020-11-30 12:43:49,california went green energy blackout summer due load issue borrow coal power neighboring state,0.0,0,0.7671435,0.23285657,NY
5605,2020-11-30 04:14:26,rwanda opposition grows russianbacked nuclear power plant greenenergy africa httpstcobldspmmsih,0.0,2,0.16986229,0.8301377,NY
5606,2020-11-29 22:13:48,youve heard one green energy solution racist like personal co₂ footprint calculator ha brought fossil fuel interest,9.0,0,0.96049136,0.039508622,NY
5607,2020-11-29 21:32:55,gop party working class biden hear ya jack let team pas policy create million goodpaying job manufacturing infrastructure green energy care provision gop stare awkwardly floor,0.0,0,0.9437584,0.05624164,NY
5608,2020-11-29 09:19:14,america china’s chess match future green energy httpstconevisf,1.0,2,0.13421106,0.86578894,NY
5609,2020-11-28 21:00:12,hence commodity super cycle inflation sight additional physical commodity demand furthermore strong collective green energy industry might develop faster imagine,0.0,2,0.22676176,0.77323824,NY
5610,2020-11-28 20:04:30,battery life race find storage solution green energy future httpstcotmnpewoox via,0.0,2,0.008343389,0.99165666,NY
5611,2020-11-28 00:25:02,pindar damianos promote green energy pindar vineyard httpstcodqzhwpsc,0.0,2,0.43834004,0.56165993,NY
5612,2020-11-27 22:04:21,gwec wind power industry install gw showing resilience covid crisis global wind energy council httpstcouunxvr renewableenergy windenergy climatechange climateaction environment bangalore kochi energy greenenergy,1.0,0,0.9184983,0.081501685,NY
5613,2020-11-27 19:42:55,bidenharris greenenergy renewables need energymetals copper zinc silver nickel stockstobuy,2.0,2,0.009678815,0.9903212,NY
5614,2020-11-27 18:26:36,long time ago via coned supplier switch didn’t really notice difference surprise bill issue bill year wa astronomical put “smart meters” that’s year green energy,1.0,2,0.082463644,0.9175363,NY
5615,2020-11-27 18:10:02,tech necessary fight climate change httpstcodpcphzbygw climatechange climatechangeisreal greenenergy httpstcolhuzipjct,1.0,2,0.2708617,0.7291383,NY
5616,2020-11-27 15:56:07,low float green energy i’ll wait 🕰,5.0,2,0.18299031,0.8170097,NY
5617,2020-11-27 14:23:24,swinging gap green energy play amtx swinger 🏌🏻,3.0,2,0.04390816,0.9560918,NY
5618,2020-11-27 03:36:07,amtx httpstcoixmnhmpb ✅ green energy ✅ received california nov ✅ received purchase order nov aemetis manufacture variety renewable fuel help solve global warming dependence petroleum httpstcobitaovvgqh,18.0,0,0.7578114,0.24218859,NY
5619,2020-11-27 03:35:44,theyre international c corp share company bep corporate share liquidity tax purpose outside canada everything green energy banana right though,0.0,0,0.9833491,0.016650895,NY
5620,2020-11-26 21:46:36,let’s keep going forward green energy let’s elect democrat,2.0,2,0.19779705,0.80220294,NY
5621,2020-11-26 14:49:28,african life sacrificed altar green energy httpstcoujxkqibzm,1.0,0,0.99297744,0.007022547,NY
5622,2020-11-26 11:00:19,transparent solar panel turn window green energy collector httpstcozjgkjgwmod,1.0,2,0.006992565,0.9930074,NY
5623,2020-11-26 01:47:26,african life sacrificed ‘altar green energy’ httpstcoupner via patrol,1.0,2,0.06796818,0.9320318,NY
5624,2020-11-26 01:21:08,wait real real legitimately thought two separate thing also didn’t know “michelin star” meant anything significant restaurant moving nyc thought wa like health code green energy rating like really good,1.0,2,0.016480636,0.9835194,NY
5625,2020-11-25 17:54:13,believe opposite he’ll push economic development job creation getting u support congress funding incentive green energy green job,0.0,2,0.0066999965,0.99329996,NY
5626,2020-11-25 17:00:45,client wanted logo convey simplicity security environmental responsibility explore httpstcoeyyqrhb solarenergy solarpanels greenenergy httpstcoivkxzd,0.0,2,0.12874264,0.87125736,NY
5627,2020-11-25 10:19:52,world undoubtedly need go green longer option people fence green energy best bet mitigating crisis,0.0,2,0.13622077,0.8637793,NY
5628,2020-11-25 03:57:47,green energy excellent employer unfortunately koch undermines every turn,0.0,2,0.013211316,0.9867887,NY
5629,2020-11-25 03:32:06,dont “put deal together” transportation ton racial justice element transportation cc miami ton climate aspect via green energy worker right amidst pandemic union labor contract rahm hated real,1.0,2,0.033837955,0.966162,NY
5630,2020-11-25 01:04:57,let pretend green energy send huge bribe al gore klaus schwab mate leave u alone,0.0,0,0.9860801,0.013919875,NY
5631,2020-11-24 22:54:55,im saying market still pricing chance winning senate doe happen ppl realize green energy bill getting passed stock reflect,0.0,0,0.968532,0.031467974,NY
5632,2020-11-24 22:48:45,wind solar power plant provided clean green energy developer wouldnt sneaking around like adulterous spouse,0.0,2,0.14324549,0.8567545,NY
5633,2020-11-24 22:33:59,newly exmajor svbased tech company software engineer working something youve probably used multiple time week data engineer green energy sector year combined,1.0,2,0.26462305,0.73537695,NY
5634,2020-11-24 21:38:15,make rich pay green energy renewable subsidy must funded special tax family new worth million transnational corporation business australia,0.0,0,0.96864647,0.03135358,NY
