,date,tweet,nlikes,label,prob_neg,prob_pos,state_code
6983,2020-11-30 04:28:21,wouldnt wild reporting iran nuclear program routinely referenced art iv npt state unequivocally signatory retain inalienable rightto develop research production amp use nuclear energy peaceful purpose wo discrimination,204.0,2,0.29003268,0.7099674,NY
6984,2020-11-29 16:46:00,presidentelect joe biden come office time phasing fossil fuel critical trillion climate plan includes support development nuclear energy current state nuclear energy u httpstcodyzewfwk httpstcodcentkfqu,6.0,2,0.35114226,0.6488577,NY
6985,2020-11-29 02:54:34,mohsen fakhrizadeh wa father iran’s nuclear weapon program father civil nuclear energy you’re saying iran ha many individual you’re actually saying iran never abandoned nuclear weapon program rather continued work,1.0,0,0.9206521,0.07934787,NY
6986,2020-11-29 02:17:03,expand nuclear energy invest fusion,11.0,2,0.38166916,0.6183309,NY
6987,2020-11-29 02:16:47,expand nuclear energy invest fusion,3.0,0,0.96021277,0.039787196,NY
6988,2020-11-28 17:54:55,wait thought wa nuclear energy program media’s narrative change,0.0,2,0.25978693,0.74021304,NY
6989,2020-11-28 17:45:07,process need additional tweaking whether relying human judgment best option luminary like spoken potential downside gate compared ai nuclear energy simultaneously dangerous full possibility,0.0,2,0.012224565,0.98777544,NY
6990,2020-11-28 13:54:20,nuclear energy,0.0,2,0.2575695,0.7424305,NY
6991,2020-11-27 23:55:42,peaceful nuclear energy signed deal acknowledging right iaea say full compliance “screwing us” mind,62.0,2,0.0874605,0.91253954,NY
6992,2020-11-27 23:55:36,peaceful nuclear energy signed deal acknowledging right iaea say full compliance “screwing us” mind,53.0,0,0.9898164,0.010183588,NY
6993,2020-11-27 19:51:25,iran original member nuclear nonproliferation treaty israel ha never signed npt refuse iran nonmilitary nuclear energy program rigorously monitored earth israel nuclear weapon arsenal regulated,1656.0,0,0.9653921,0.03460787,NY
6994,2020-11-27 18:36:47,weapon spelled “energy” wrong nuclear energy program retract,0.0,0,0.9881021,0.011897911,NY
6995,2020-11-27 17:33:23,say joe manchin good forging agreement across aisle thing like raising energy efficiency standard construction code modernizing nuclear energy regulation could actually pas vote divided senate,5.0,1,0.45042586,0.54957414,NY
6996,2020-11-27 17:08:26,im sorry iran know going nuclear energy,0.0,1,0.45042586,0.54957414,NY
6997,2020-11-27 15:15:00,presidentelect joe biden come office time phasing fossil fuel critical trillion climate plan includes support development nuclear energy current state nuclear energy u httpstcodyzeogns httpstcoinrtrpr,4.0,2,0.006260598,0.99373937,NY
6998,2020-11-27 11:41:39,inakamitsu delivered video message afcone wgdd winafricas virtual meeting african women’s contribution development peaceful us nuclear energy noting genderequality vital securing commonfuture👉 httpstcoqbsgdmgg httpstcoetjrfvytb,8.0,0,0.9961498,0.0038502687,NY
6999,2020-11-27 00:45:46,wont create greenhouse gas greenies oppose nuclear energy get sun wa produced nuclear energy,2.0,0,0.97207737,0.027922614,NY
7000,2020-11-26 20:19:29,mr low iq man aren’t one polluting planet fact developed nation one green minded one invented nuclear energy solar energy electric vehicle space travel move heavy industry earth nice try though,5.0,2,0.124333486,0.87566656,NY
7001,2020-11-26 20:19:25,mr low iq man aren’t one polluting planet fact developed nation one green minded one invented nuclear energy solar energy electric vehicle space travel move heavy industry earth nice try though,1.0,0,0.97434616,0.025653798,NY
7002,2020-11-26 18:45:00,presidentelect joe biden come office time phasing fossil fuel critical trillion climate plan includes support development nuclear energy current state nuclear energy u httpstcodyzewfwk httpstcojjrwhimau,3.0,2,0.051989038,0.948011,NY
7003,2020-11-26 16:09:51,ive put minute research nuclear energy downside ha nothing script im working,1.0,2,0.18967795,0.81032205,NY
7004,2020-11-26 14:55:55,mission theoretical physic find proof new particle physical property prove truth fact universe one example nuclear energy,2.0,0,0.94771284,0.052287135,NY
7005,2020-11-26 04:58:39,like man secretary energy charge nuclear energy program,0.0,2,0.25372183,0.7462782,NY
7006,2020-11-25 14:45:00,presidentelect joe biden come office time phasing fossil fuel critical trillion climate plan includes support development nuclear energy current state nuclear energy u httpstcodyzeogns httpstcowhplohlu,12.0,2,0.09505611,0.9049439,NY
7007,2020-11-25 09:13:19,let ask member u house congress reject energy water appropriation act would allow consolidated interim storage ci facility nuclear waste tx nm httpstcoqlqfsatq via nuclearthreat nuclearenergy nuclearwaste,0.0,2,0.00823463,0.9917653,NY
7008,2020-11-25 08:50:17,maintaining reliable abundant affordable electricity improves life socioeconomic population nuclear energy benefit renewable energy benefit elite,2.0,0,0.60909975,0.3909003,NY
7009,2020-11-24 22:33:47,arecibo nuclear energy high mass star november sky climate change brightest star select video httpstcoijcbgmca,2.0,0,0.842891,0.15710896,NY
7010,2020-11-24 21:06:44,versatile test reactor vtr built idaho national laboratory support research development new nuclear energy technology httpstcowbcohvvq,1.0,2,0.06455194,0.93544805,NY
7011,2020-11-24 18:46:17,think nuclear energy httpstcotggbwel,0.0,2,0.25388923,0.74611074,NY
7012,2020-11-24 17:03:28,state nuclear energy today — lie ahead httpstconautthbof,0.0,0,0.7390036,0.2609964,NY
7013,2020-11-24 15:45:00,presidentelect joe biden come office time phasing fossil fuel critical trillion climate plan includes support development nuclear energy current state nuclear energy u httpstcodyzeogns httpstcougfajhihk,7.0,0,0.9881021,0.011897911,NY
7014,2020-11-24 00:34:43,iomabb apamistamab cd targeted antibody coupled powerful nuclear energy kill cancer cell millimeter amp shown good safety profile alx cd developed alxo toxicity could major issue,0.0,2,0.015664715,0.9843353,NY
7015,2020-11-23 22:19:07,joebiden trump year disaster thing hope continue expand ramp pressure china front keep artemis build space infrastructure invest nuclear energy esp newer safer reactor design,0.0,0,0.9842338,0.015766222,NY
7016,2020-11-23 20:54:22,exactly doe mean don’t use nuclear energy don’t understand,0.0,2,0.07627293,0.9237271,NY
7017,2020-11-23 20:28:53,don’t use nuclear energy,0.0,2,0.03452602,0.965474,NY
7018,2020-11-23 19:08:52,adopt france stance allowing country run primarily nuclear energy hopefully,0.0,2,0.1078392,0.89216083,NY
7019,2020-11-23 16:01:01,httpstcombhlnomxl nuclearenergy decarbonisation,0.0,2,0.24479343,0.7552066,NY
7020,2020-11-23 14:34:30,going win climate change war must embrace nuclear energy,1.0,2,0.3050277,0.6949723,NY
7021,2020-11-21 17:53:34,“green new deal” doesn’t robustly endorse incorporate nuclear energy farce,1.0,0,0.8749556,0.12504436,NY
7022,2020-11-21 16:34:48,don’t mean i’ve reached right wing position going left center left disagree timeline proposed gnd well lack nuclear energy amp understanding still need petroleum coal natural gas product beyond energy,0.0,2,0.3104376,0.6895624,NY
7023,2020-11-21 13:51:55,coronavirus presidential transition presidential power use force guantanamo closure supreme court – human right litigation nuclear energy weapon nuremberg trial mali colombia nagornokarabakh conflict united nation phew httpstcobehrkisqc,15.0,0,0.9575298,0.042470213,NY
7024,2020-11-18 14:41:54,interesting fact dept energy courtesy matt yglesias democratic energy secretary like work renewables republican one want promote oil department’s budget actually nuclear weapon nuclear energy,1.0,0,0.95210093,0.04789905,NY
7025,2020-11-11 19:23:12,unga plenary session iaea🇮🇩reaffirms commitment strengthening nuclear safetyampsecurity look forward enhancing coop promote use nuclear energy peaceful purpose 🇮🇩 pleased continue cosponsoring report iaea inidiplomasi httpstcovfwextdk,7.0,1,0.47026235,0.52973765,NY
7026,2020-10-27 15:55:45,want know pathetically specious environmental movement imagine wanting lower carbon footprintamp nuclear energy,0.0,2,0.19931956,0.80068046,NY
7027,2020-10-17 22:23:29,nuclear energy fusion much better improved fission ok probably better path httpstcoxpjt,2.0,2,0.19887547,0.8011246,NY
7028,2020-09-26 05:33:43,nuclearenergy smart need look greenpeace see ingrained dogma many environmentalist fear mongering successfully shaped public opinionampwe haven’t upgraded nuclear energy capacity decades—how get progress nuclearmatters,3.0,2,0.0040507927,0.99594915,NY
7029,2020-08-08 18:13:19,i’m sure exhaust wa diesel since sub powered nuclear energy doesn’t exhaust longer stealthy operation,1.0,0,0.6296157,0.37038425,NY
7030,2020-06-03 13:22:00,ty correction i’ve distracted antitrust litigation vegan skin care business it’s time ngo soliciting email donation unequivocally oppose aspect nuclearenergy nuke direct threat sustainable future,1.0,0,0.99630785,0.0036921476,NY
7031,2020-05-02 01:12:54,damn youre dumber thought sorry wasted time work web design say poor nation dont need broadband nuclear energy work fine wtf lol damn man good luck,1.0,0,0.97753793,0.022462053,NY
7032,2020-02-10 17:54:53,hot take wasting time working working nuclear energy instead,0.0,0,0.9535373,0.04646274,NY
7033,2020-02-07 18:37:22,one hypothetically get stronger nuclear energy died old time bullet hard decision,0.0,2,0.003289427,0.99671054,NY
7034,2020-01-25 11:30:22,maintaining openmind temporary nuclear energy isn’t endorsement nuclear energy best longterm solution ha recognized reality transition away fossil fuel offshore wind would better interim,2.0,2,0.019601775,0.98039824,NY
7035,2020-01-02 12:57:11,st sentence interesting article us weasel word directly “because nuclear energy doe require burning fossil fuel doe directly contribute co emission climate change” co uranium mining enrichment,0.0,0,0.90941477,0.09058528,NY
7036,2019-12-26 11:50:13,later became head “safety” mr burn wanted quell nuclear energy protest homer started also old lisa simpson riding school book saxophone like big deal 👍🏼 promoting safe route school safer street amp clean energy 😀,1.0,2,0.4468816,0.5531184,NY
7037,2019-12-20 01:43:16,wind solar battery nuclear energy democraticdebates,0.0,2,0.037004493,0.9629955,NY
7038,2019-12-20 01:41:29,since ha nuclear energy affordable demdebate,0.0,0,0.9760275,0.023972504,NY
7039,2019-12-01 17:53:56,far one biggest disappointment among democratic field lack support nuclear energy serious fighting climate change reducing emmisons nuclear really one viable option transition renewables,58.0,2,0.34600762,0.65399235,NY
7040,2019-11-30 23:04:57,like delaney half field cause support nuclear energy,1.0,0,0.89425653,0.10574351,NY
7041,2019-11-20 00:13:12,kingdom saudiarabia stress right country peaceful use nuclearenergy accordance standard set forth international atomic energy agency strict supervision,0.0,2,0.07335482,0.92664516,NY
7042,2019-11-07 12:54:31,article passed house bill ban u mining near grand canyon say “ nuclearenergy power produce carbon emissions” conveniently ignoring mining ton carbon amp enrichment u fuel grade u ton carbon,0.0,0,0.90176415,0.098235816,NY
7043,2019-10-23 14:01:53,proponent nuclear energyampam pretty sure design tested computer v sliderule u nuke plant design r old😳 would safer however made great point cleanenergy option r le expensive— get cadillac need chevy,5.0,2,0.021491218,0.9785088,NY
7044,2019-10-22 21:59:18,good idea simple solution reforestation nuclear energy problem solved,1.0,2,0.060914252,0.9390858,NY
7045,2019-10-09 23:47:33,turkey allied russia nuclear energy partner thanks american technology provided know,1.0,2,0.42892435,0.5710757,NY
7046,2019-09-28 16:18:10,disagree nigeria afford even nuclear energy nigeria afford lack rather embrace education possibility rule go amsterdam nw ger see many farmer citizen using solar panel,0.0,2,0.29333425,0.70666575,NY
7047,2019-09-25 01:42:57,used work world’s largest renewable energy company climate change debacle wa solved long ago ie nuclear energy,1.0,2,0.1545998,0.8454002,NY
7048,2019-09-25 01:29:53,usambeu sondland productive bilateral meeting romanian minister foreign affair unga diversifying romania’s energy mix expanding peaceful civil nuclear energy romania increasing energysecurity region httpstcovtxnsss,95.0,1,0.54105633,0.4589437,NY
7049,2019-09-21 19:49:55,without echo chamber must retweet analysis incredibly uninformed cory booker nuclearenergy,2.0,0,0.6676803,0.33231968,NY
7050,2019-09-05 12:38:54,however bernie support research nuclear energy agree ha detail plan getting fossil fuel earlier including plan depth speaks th average american car trade compensation displaced worker contd,0.0,2,0.03584502,0.96415496,NY
7051,2019-09-05 01:58:42,bernie nuclear energy it’s actually expensive use cnn correspondent even told france used nuclear climatetownhall least mentioned geothermal,0.0,0,0.9781748,0.021825228,NY
7052,2019-08-26 16:12:17,yo republican come get boy lmao he’s bout waste nuclear energy mother nature 🤣🤣🤣🤣🤣,2.0,2,0.28960454,0.71039546,NY
7053,2019-08-15 03:04:48,nuclear energy ha powering spacecraft decade plan build nuclearplant mar scifi kilopower project officially started ‘ it’s named httpstcoetlfmszr aerospace spacetravel,2.0,0,0.9949883,0.005011697,NY
7054,2019-08-11 21:35:50,soooooocan conversation nuclear energy nah,5.0,2,0.12887682,0.8711232,NY
7055,2019-08-03 21:29:16,need proof liberal doomsday prognosticator claim chernobyl killed million waaaaaaaaaaay chernobyl killed people immediately exposed fallout die cancer it’s way away nuclear energy ha saved million life,0.0,0,0.963111,0.036888964,NY
7056,2019-08-03 21:22:19,seth love really want switch renewable energy wind solar expensive wholly inefficient need invest nuclear energy contrary liberal doomsday prognosticator nuclear energy much efficient solar wind,0.0,1,0.48739886,0.51260114,NY
7057,2019-07-15 20:35:28,germany say work hard phase nuclear energy coal amp lignite order programmed phase dirty energy one one really climatebreakdown hlpf,2.0,0,0.860165,0.13983503,NY
7058,2019-07-15 14:30:13,bill gate daunting nuclear energy httpstcooopmegyzu generate,0.0,0,0.64201194,0.3579881,NY
7059,2019-07-02 23:17:16,france ha probably successful nuclear energy program human history foh astroturfing bullshit,2.0,0,0.75661874,0.24338123,NY
7060,2019-06-24 15:17:25,shouldn’t trust assertion nuclear power business nuclear energy safe well isn’t safest form ‘clean’ energy monopolized owned controlled it’s really bad one sunshine 💸🤷🏻‍♀️🌞,2.0,0,0.6524068,0.34759313,NY
7061,2019-06-05 18:01:12,loving tail nuclear energy detailing,1.0,0,0.7753271,0.22467296,NY
7062,2019-05-30 02:39:58,little disturbing viewing several episode hbos chernobyl tv television drama miniseries nuclearenergy,0.0,0,0.9461891,0.053810883,NY
7063,2019-05-29 04:31:56,america ha killed people nuclear energy thats statistical fact nothing understood wrong,6.0,0,0.98352194,0.016478032,NY
7064,2019-05-28 11:11:29,watching chernobyl thinking fact rick perry charge agency oversees nuclear energy industry 😎,1.0,0,0.9773661,0.022633875,NY
7065,2019-05-20 18:11:50,school wo ac thats knew kid persevered today snowflake melt aircondition school mitigate climatechange banning fracking fossilfuels amp nuclear energy push greenewdeal,0.0,0,0.9571,0.04289997,NY
7066,2019-05-15 03:16:07,energy storage miniscule way provide baseline energy fossil fuel nuclear energy vital power source decade come trump correct,2.0,0,0.9441539,0.055846117,NY
7067,2019-05-09 02:01:41,making nuclear energy smaller cheaper safer httpstcorgufkgbgc,0.0,0,0.9891075,0.01089248,NY
7068,2019-05-08 23:12:04,dutch ambassador share kingdomnl working nuclear disarmament nonproliferation promotion peaceful use nuclear energy npt prepcom,7.0,2,0.28970456,0.71029544,NY
7069,2019-05-07 01:30:32,ph delegate allen carillo ph mission vienna stress peaceful us nuclear energy strengthen npt regime call sufficient assured predictable resource iaea technical cooperation programme rdnptprepcom unnewyork httpstcovbarzyio,5.0,2,0.25978693,0.74021304,NY
7070,2019-04-24 11:31:18,nuclear energy new poll look whether american think count clean energy httpstcoswfxurzokp,0.0,2,0.05241802,0.947582,NY
7071,2019-04-24 07:56:42,people think ai improve society think ha negative aspect point view engineering scientist would say alreay similar discussion past dynamite steamengine nuclearenergy etc doubleedged sword,3.0,2,0.10262848,0.8973715,NY
7072,2019-04-17 16:28:33,george still peddling nuclear energy,0.0,0,0.99388874,0.006111179,NY
